plan_id,project_id__hashed,plan_created_at,event_type,event_timestamp,plan_name,network_provider_id,price_currency,plan_price_amount_local,data_allowance_mb,is_unlimited_data,voice_allowance_seconds,is_unlimited_voice,sms_allowance,is_unlimited_sms,validity_value,validity_unit,_valid_from,_valid_to,_is_current_state
pln_be484393f3f4236b0d97a8e08cc6,dace2786aee7632e61757b320a6fe5bff37a2e742fe5582c245665e3d0e3a84e,2025-04-02 01:37:20,plan.updated,2025-04-21 16:05:02.178924,Ultra Unlimited,p11,USD,35.000000000,,true,,true,,true,30,day,2025-04-21 16:05:02.178924,2025-04-21 16:05:02.20208,false
pln_be484393f3f4236b0d97a8e08cc6,dace2786aee7632e61757b320a6fe5bff37a2e742fe5582c245665e3d0e3a84e,2025-04-02 01:37:20,plan.updated,2025-04-02 01:37:29.921344,Ultra Unlimited,p11,USD,35.000000000,,true,,true,,true,30,day,2025-04-02 01:37:29.921344,2025-04-02 01:37:29.951917,false
pln_be484393f3f4236b0d97a8e08cc6,dace2786aee7632e61757b320a6fe5bff37a2e742fe5582c245665e3d0e3a84e,2025-04-02 01:37:20,plan.created,2025-04-02 01:37:20.950836,Ultra Unlimited,p11,USD,35.000000000,,true,,true,,true,30,day,2025-04-02 01:37:20,2025-04-02 01:37:21.33663,false
pln_be484393f3f4236b0d97a8e08cc6,dace2786aee7632e61757b320a6fe5bff37a2e742fe5582c245665e3d0e3a84e,2025-04-02 01:37:20,plan.published,2025-04-02 01:37:29.951917,Ultra Unlimited,p11,USD,35.000000000,,true,,true,,true,30,day,2025-04-02 01:37:29.951917,2025-04-21 14:47:44.059217,false
pln_b7d95d5a36c39e6b01e33df4b721,dace2786aee7632e61757b320a6fe5bff37a2e742fe5582c245665e3d0e3a84e,2025-04-15 18:30:51,plan.updated,2025-04-17 15:29:17.398365,Ultra Unlimited,p11,USD,35.000000000,,true,,true,,true,30,day,2025-04-17 15:29:17.398365,2025-04-17 15:29:17.422273,false
pln_b7d95d5a36c39e6b01e33df4b721,dace2786aee7632e61757b320a6fe5bff37a2e742fe5582c245665e3d0e3a84e,2025-04-15 18:30:51,plan.updated,2025-04-15 18:30:52.523279,Ultra Unlimited,p11,USD,35.000000000,,true,,true,,true,30,day,2025-04-15 18:30:52.523279,2025-04-17 15:29:17.398365,false
pln_b7d95d5a36c39e6b01e33df4b721,dace2786aee7632e61757b320a6fe5bff37a2e742fe5582c245665e3d0e3a84e,2025-04-15 18:30:51,plan.created,2025-04-15 18:30:51.555589,Ultra Unlimited,p11,USD,35.000000000,,true,,true,,true,30,day,2025-04-15 18:30:51,2025-04-15 18:30:52.523279,false
pln_b7d95d5a36c39e6b01e33df4b721,dace2786aee7632e61757b320a6fe5bff37a2e742fe5582c245665e3d0e3a84e,2025-04-15 18:30:51,plan.archived,2025-04-17 15:29:17.422273,Ultra Unlimited,p11,USD,35.000000000,,true,,true,,true,30,day,2025-04-17 15:29:17.422273,,true
pln_b109c69e95246b6d535b9cc9174f,dace2786aee7632e61757b320a6fe5bff37a2e742fe5582c245665e3d0e3a84e,2025-04-17 15:29:16,plan.published,2025-04-21 14:40:03.531748,Ultra Unlimited,p11,USD,35.000000000,,true,,true,,true,30,day,2025-04-21 14:40:03.531748,2025-06-03 11:33:40.461513,false
pln_b109c69e95246b6d535b9cc9174f,dace2786aee7632e61757b320a6fe5bff37a2e742fe5582c245665e3d0e3a84e,2025-04-17 15:29:16,plan.updated,2025-04-21 14:40:03.507905,Ultra Unlimited,p11,USD,35.000000000,,true,,true,,true,30,day,2025-04-21 14:40:03.507905,2025-04-21 14:40:03.531748,false
pln_b109c69e95246b6d535b9cc9174f,dace2786aee7632e61757b320a6fe5bff37a2e742fe5582c245665e3d0e3a84e,2025-04-17 15:29:16,plan.updated,2025-06-03 11:33:40.461513,Ultra Unlimited,p11,USD,35.000000000,,true,,true,,true,30,day,2025-06-03 11:33:40.461513,,true
